sentence,sentiment
"['ਪਰਿਵਾਰਕ', 'ਛੁੱਟੀਆਂ', 'ਯਾਦਗਾਰੀ', 'ਪਲ', 'ਬਣਾਉਣ', 'ਲਈ', 'ਇੱਕ', 'ਆਦਰਸ', 'ਮੌਕਾ', 'ਹੁੰਦੀਆਂ', 'ਹਨ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਦੱਸ', 'ਇੱਕ-ਦੂਜੇ', 'ਦੀਆਂ', 'ਸਫਲਤਾਵਾਂ', 'ਦਾ', 'ਜਸਨ', 'ਮਨਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਮਾਤਾ-ਪਿਤਾ', 'ਆਪਣੇ', 'ਬੱਚਿਆਂ', 'ਦੇ', 'ਸੌਕਾਂ', 'ਨੂੰ', 'ਸਮਝਣ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਦਾਦਾ-ਦਾਦੀ', 'ਅਕਸਰ', 'ਆਪਣੇ', 'ਪੋਤਰੇ-ਪੋਤਰਿਆਂ', 'ਨਾਲ', 'ਖੇਡਣ', 'ਵਿੱਚ', 'ਖੁਸੀ', 'ਮਹਿਸੂਸ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਭਰਾ-ਭੈਣਾਂ', 'ਇਕੱਠੇ', 'ਹੋ', 'ਕੇ', 'ਖੇਡਾਂ', 'ਅਤੇ', 'ਹੋਰ', 'ਗਤੀਵਿਧੀਆਂ', ""'"", 'ਚ', 'ਹਿੱਸਾ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਦੱਸ', 'ਇੱਕ-ਦੂਜੇ', 'ਦੀਆਂ', 'ਭਾਵਨਾਵਾਂ', 'ਦਾ', 'ਆਦਰ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਵੱਡੇ', 'ਪਰਿਵਾਰ', 'ਵਿੱਚ', 'ਹਰ', 'ਕੋਈ', 'ਆਪਣੀਆਂ', 'ਜਿੰਮੇਵਾਰੀਆਂ', 'ਨਿਭਾਉਂਦਾ', 'ਹੈ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਾਰੇ', 'ਸਦੱਸ', 'ਛੁੱਟੀਆਂ', ""'"", 'ਤੇ', 'ਇਕੱਠੇ', 'ਯਾਤਰਾ', 'ਕਰਨ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਮਾਤਾ-ਪਿਤਾ', 'ਆਪਣੇ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਜੀਵਨ', 'ਦੇ', 'ਮੁੱਲਾਂ', 'ਬਾਰੇ', 'ਸਿੱਖਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਦਾਦਾ-ਦਾਦੀ', 'ਆਪਣੇ', 'ਜੀਵਨ', 'ਦੇ', 'ਤਜੁਰਬੇ', 'ਨਾਲ', 'ਪਰਿਵਾਰ', 'ਨੂੰ', 'ਪਰੇਰਿਤ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਭਰਾ-ਭੈਣਾਂ', 'ਅਕਸਰ', 'ਇਕੱਠੇ', 'ਹੋਮਵਰਕ', 'ਕਰਨ', 'ਵਿੱਚ', 'ਇੱਕ-ਦੂਜੇ', 'ਦੀ', 'ਮਦਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਦੱਸ', 'ਮੁਸਕਲ', 'ਸਮੇਂ', 'ਵਿੱਚ', 'ਇੱਕ-ਦੂਜੇ', 'ਦਾ', 'ਸਮਰਥਨ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਪਰਿਵਾਰਕ', 'ਸਮਾਗਮ', 'ਯਾਦਗਾਰੀ', 'ਪਲ', 'ਬਣਾਉਣ', 'ਲਈ', 'ਮਹੱਤਵਪੂਰਨ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਮਾਤਾ-ਪਿਤਾ', 'ਆਪਣੇ', 'ਬੱਚਿਆਂ', 'ਦੀਆਂ', 'ਕਾਮਯਾਬੀਆਂ', 'ਦਾ', 'ਜਸਨ', 'ਮਨਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਦਾਦਾ-ਦਾਦੀ', 'ਅਕਸਰ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਪੁਰਾਣੀ', 'ਕਲਾ', 'ਅਤੇ', 'ਰਵਾਇਤਾਂ', 'ਸਿਖਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਭਰਾ-ਭੈਣਾਂ', 'ਦੀ', 'ਦੋਸਤਾਨਾ', 'ਤਾਕਤ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਰਿਸਤੇ', 'ਨੂੰ', 'ਮਜਬੂਤ', 'ਬਣਾਉਂਦੀ', 'ਹੈ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਾਰੇ', 'ਸਦੱਸ', 'ਇਕੱਠੇ', 'ਹੋ', 'ਕੇ', 'ਸਮੱਸਿਆਵਾਂ', 'ਦਾ', 'ਹੱਲ', 'ਲੱਭਦੇ', 'ਹਨ']",neutral
"['ਮਾਤਾ-ਪਿਤਾ', 'ਆਪਣੇ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਆਤਮਨਿਰਭਰ', 'ਬਣਨ', 'ਲਈ', 'ਪਰੇਰਿਤ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਵੱਡੇ', 'ਪਰਿਵਾਰ', 'ਵਿੱਚ', 'ਹਰ', 'ਕੋਈ', 'ਇੱਕ-ਦੂਜੇ', 'ਨਾਲ', 'ਆਪਣੀ', 'ਖੁਸੀ', 'ਸਾਂਝੀ', 'ਕਰਦਾ', 'ਹੈ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਦੱਸ', 'ਇੱਕ', 'ਦੂਜੇ', 'ਨਾਲ', 'ਦਿਨ', 'ਦੀਆਂ', 'ਗਤੀਵਿਧੀਆਂ', 'ਬਾਰੇ', 'ਗੱਲ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਦਾਦਾ-ਦਾਦੀ', 'ਆਪਣੇ', 'ਪੋਤਰੇ-ਪੋਤਰਿਆਂ', 'ਨੂੰ', 'ਕਹਾਣੀਆਂ', 'ਸੁਣਾਉਣ', 'ਵਿੱਚ', 'ਰੁਚੀ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਭਰਾ-ਭੈਣਾਂ', 'ਅਕਸਰ', 'ਛੁੱਟੀਆਂ', ""'"", 'ਤੇ', 'ਇਕੱਠੇ', 'ਖੇਡਾਂ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਮਾਤਾ-ਪਿਤਾ', 'ਆਪਣੇ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਸੰਘਰਸ', 'ਦਾ', 'ਸਾਹਮਣਾ', 'ਕਰਨ', 'ਲਈ', 'ਤਿਆਰ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਪਰਿਵਾਰ', 'ਦੇ', 'ਸਾਰੇ', 'ਸਦੱਸ', 'ਇਕੱਠੇ', 'ਹੋ', 'ਕੇ', 'ਤਿਉਹਾਰ', 'ਮਨਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਦਾਦਾ-ਦਾਦੀ', 'ਅਕਸਰ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਆਪਣੀਆਂ', 'ਜਿੰਦਗੀ', 'ਦੀਆਂ', 'ਕਹਾਣੀਆਂ', 'ਸੁਣਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਭਰਾ-ਭੈਣਾਂ', 'ਇੱਕ', 'ਦੂਜੇ', 'ਨਾਲ', 'ਆਪਣੀਆਂ', 'ਚੋਟੀਆਂ', 'ਗੱਲਾਂ', 'ਸਾਂਝੀਆਂ', 'ਕਰਦੇ', 'ਰਹਿੰਦੇ', 'ਹਨ']",neutral
"['ਵੱਡੇ', 'ਪਰਿਵਾਰ', 'ਵਿੱਚ', 'ਹਰ', 'ਕੋਈ', 'ਆਪਣੀ', 'ਜਿੰਮੇਵਾਰੀ', 'ਨਿਭਾਉਂਦਾ', 'ਹੈ', 'ਅਤੇ', 'ਰਿਸਤੇ', 'ਮਜਬੂਤ', 'ਬਣਾਓਂਦਾ', 'ਹੈ']",neutral
"['ਪਾਲਤੂ', 'ਜਾਨਵਰ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਨਾਲ', 'ਖੇਡਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਅਕਸਰ', 'ਘਰ', 'ਵਿੱਚ', 'ਚੂਹਿਆਂ', 'ਨੂੰ', 'ਪਕੜਨ', 'ਲਈ', 'ਮਸਹੂਰ', 'ਹੁੰਦੀਆਂ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਨਾਲ', 'ਸਵੇਰੇ', 'ਅਤੇ', 'ਸਾਮ', 'ਨੂੰ', 'ਟਹਿਲਣਾ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਸਾਫ', 'ਪਾਣੀ', 'ਵਿੱਚ', 'ਰੱਖਣਾ', 'ਉਨਹਾਂ', 'ਦੀ', 'ਸਿਹਤ', 'ਲਈ', 'ਲਾਭਦਾਇਕ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਅਕਸਰ', 'ਰੰਗਬਿਰੰਗੇ', 'ਹੋਂਦੇ', 'ਹਨ', 'ਅਤੇ', 'ਗਾਣਾ', 'ਗਾਉਣ', 'ਵਿੱਚ', 'ਰੁਚੀ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਗਾਜਰ', 'ਅਤੇ', 'ਹੋਰ', 'ਹਰੇ', 'ਫਲ-ਸਬਜੀਆਂ', 'ਖਾਣਾ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਆਦੇਸਾਂ', 'ਨੂੰ', 'ਪੂਰਾ', 'ਕਰਨ', 'ਲਈ', 'ਸਿਖੇ', 'ਜਾ', 'ਸਕਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਅਕਸਰ', 'ਆਪਣੀ', 'ਮਾਲਕੀ', 'ਥਾਂ', ""'"", 'ਤੇ', 'ਆਰਾਮ', 'ਕਰਨਾ', 'ਪਸੰਦ', 'ਕਰਦੀ', 'ਹਨ']",neutral
"['ਤੋਤੇ', 'ਅਕਸਰ', 'ਲੋਕਾਂ', 'ਦੀਆਂ', 'ਗੱਲਾਂ', 'ਦੀ', 'ਨਕਲ', 'ਕਰਨ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਛੋਟੇ', 'ਬੱਚਿਆਂ', 'ਲਈ', 'ਇੱਕ', 'ਪਰਸਿੱਧ', 'ਪਾਲਤੂ', 'ਜਾਨਵਰ', 'ਹੈ']",neutral
"['ਕੁੱਤੇ', 'ਅਕਸਰ', 'ਘਰ', 'ਦੀ', 'ਸੁਰੱਖਿਆ', 'ਲਈ', 'ਵਰਤੇ', 'ਜਾਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਨੂੰ', 'ਦੁੱਧ', 'ਅਤੇ', 'ਮੱਛੀ', 'ਖਾਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਮੱਛੀਆਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਨੂੰ', 'ਸਾਫ', 'ਰੱਖਣਾ', 'ਉਨਹਾਂ', 'ਦੀ', 'ਸਿਹਤ', 'ਲਈ', 'ਮਹੱਤਵਪੂਰਨ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਫਲ', 'ਅਤੇ', 'ਨਟ', 'ਖਾਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਛੋਟੇ', 'ਬੱਚਿਆਂ', 'ਨਾਲ', 'ਖੇਡਣ', 'ਵਿੱਚ', 'ਬਹੁਤ', 'ਦਿਲਚਸਪੀ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਅਕਸਰ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਨੂੰ', 'ਸੰਕੇਤ', 'ਦੇ', 'ਕੇ', 'ਚੇਤਾਵਨੀ', 'ਦਿੰਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਘਰ', 'ਵਿੱਚ', 'ਆਜਾਦੀ', 'ਨਾਲ', 'ਘੁੰਮਣ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੀਆਂ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਵੱਖ-ਵੱਖ', 'ਰੰਗਾਂ', 'ਅਤੇ', 'ਆਕਾਰਾਂ', 'ਵਿੱਚ', 'ਪਾਇਆ', 'ਜਾਂਦਾ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਅਕਸਰ', 'ਰੰਗਬਿਰੰਗੇ', 'ਹੋਂਦੇ', 'ਹਨ', 'ਅਤੇ', 'ਉਨਹਾਂ', 'ਦੀ', 'ਦਿੱਖ', 'ਮਨਮੋਹਕ', 'ਹੁੰਦੀ', 'ਹੈ']",neutral
"['ਖਰਗੋਸ', 'ਆਪਣੀ', 'ਲੰਮੀ', 'ਕੰਨ', 'ਅਤੇ', 'ਛੋਟੀ', 'ਪੂਛ', 'ਨਾਲ', 'ਬਹੁਤ', 'ਕਿਊਟ', 'ਦਿਖਾਈ', 'ਦਿੰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਅਕਸਰ', 'ਗੇਂਦ', 'ਜਾਂ', 'ਸਟਿਕ', 'ਨਾਲ', 'ਖੇਡਣ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਨੂੰ', 'ਅਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਕੋਲ', 'ਆਰਾਮ', 'ਕਰਨ', 'ਦਾ', 'ਆਨੰਦ', 'ਮਿਲਦਾ', 'ਹੈ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਹਰੇ', 'ਪੌਧੇ', 'ਰੱਖ', 'ਕੇ', 'ਸੁੰਦਰ', 'ਬਣਾਇਆ', 'ਜਾ', 'ਸਕਦਾ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਗਾਣਾ', 'ਗਾਉਣ', 'ਅਤੇ', 'ਗੱਲਬਾਤ', 'ਕਰਨ', 'ਵਿੱਚ', 'ਦਿਲਚਸਪੀ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਹੌਲੀ', 'ਹੌਲੀ', 'ਚਾਲਣ', 'ਵਾਲੇ', 'ਸਾਂਤਮਈ', 'ਜਾਨਵਰ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਨਾਲ', 'ਦੌੜਣ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਅਕਸਰ', 'ਘਰੇਲੂ', 'ਚੂਹਿਆਂ', 'ਨੂੰ', 'ਪਕੜਨ', 'ਵਿੱਚ', 'ਮਾਹਰ', 'ਹੁੰਦੀਆਂ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਨਿਰਮਲ', 'ਪਾਣੀ', 'ਦੀ', 'ਲੋੜ', 'ਹੁੰਦੀ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਆਪਣੀ', 'ਚਮਕੀਲੀ', 'ਦਿੱਖ', 'ਨਾਲ', 'ਲੋਕਾਂ', 'ਦਾ', 'ਧਿਆਨ', 'ਖਿੱਚਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਛੋਟੇ-ਮੱਧਮ', 'ਆਕਾਰ', 'ਦੇ', 'ਜਾਨਵਰ', 'ਹੁੰਦੇ', 'ਹਨ', 'ਜੋ', 'ਘਰੇਲੂ', 'ਜੀਵਨ', 'ਲਈ', 'ਸੁਖਦਾਇਕ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਅਕਸਰ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਨੂੰ', 'ਸੁਰੱਖਿਅਤ', 'ਮਹਿਸੂਸ', 'ਕਰਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਆਪਣੀ', 'ਸਫਾਈ', 'ਆਪ', 'ਕਰਨ', 'ਵਾਲੇ', 'ਜਾਨਵਰ', 'ਹੁੰਦੀਆਂ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਹਰੇ', 'ਪੌਧਿਆਂ', 'ਦਾ', 'ਇਜਾਫਾ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਵਾਤਾਵਰਨ', 'ਨੂੰ', 'ਸੁਧਾਰਦਾ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਨਟ', 'ਅਤੇ', 'ਫਲ', 'ਖਾਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ', 'ਜੋ', 'ਉਨਹਾਂ', 'ਦੀ', 'ਸਿਹਤ', 'ਲਈ', 'ਲਾਭਦਾਇਕ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਆਦੇਸਾਂ', 'ਨੂੰ', 'ਸਿੱਖਣ', 'ਵਿੱਚ', 'ਬਹੁਤ', 'ਤੇਜ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਅਕਸਰ', 'ਖੁਦ', 'ਨੂੰ', 'ਸਾਫ', 'ਰੱਖਣ', 'ਲਈ', 'ਆਪਣੀ', 'ਜਬਾਨ', 'ਵਰਤਦੀਆਂ', 'ਹਨ']",neutral
"['ਤੋਤੇ', 'ਘਰ', 'ਵਿੱਚ', 'ਮੌਜੂਦ', 'ਲੋਕਾਂ', 'ਦੀਆਂ', 'ਗੱਲਾਂ', 'ਦੀ', 'ਨਕਲ', 'ਕਰਨ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਰੋਜਾਨਾ', 'ਖਾਣਾ', 'ਦੇਣਾ', 'ਉਨਹਾਂ', 'ਦੀ', 'ਸਿਹਤ', 'ਲਈ', 'ਮਹੱਤਵਪੂਰਨ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਖਰਗੋਸ', 'ਹਰੇ', 'ਪੱਤੇ', 'ਅਤੇ', 'ਗਾਜਰ', 'ਖਾਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਅਕਸਰ', 'ਘਰ', 'ਦੀ', 'ਸੁਰੱਖਿਆ', 'ਲਈ', 'ਚੌਕਸੀ', 'ਰੱਖਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਛੋਟੇ', 'ਬੱਚਿਆਂ', 'ਦੇ', 'ਨਾਲ', 'ਖੇਡਣ', 'ਵਿੱਚ', 'ਦਿਲਚਸਪੀ', 'ਲੈਂਦੀਆਂ', 'ਹਨ']",neutral
"['ਤੋਤੇ', 'ਆਪਣੇ', 'ਚਮਕੀਲੇ', 'ਰੰਗਾਂ', 'ਨਾਲ', 'ਘਰ', 'ਨੂੰ', 'ਹੋਰ', 'ਸੁੰਦਰ', 'ਬਣਾਉਂਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਨੂੰ', 'ਹਫਤੇ', 'ਵਿੱਚ', 'ਇੱਕ', 'ਵਾਰ', 'ਸਾਫ', 'ਕਰਨਾ', 'ਜਰੂਰੀ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਖਰਗੋਸ', 'ਅਕਸਰ', 'ਘਰ', 'ਦੇ', 'ਕੋਨੇ', 'ਵਿੱਚ', 'ਆਰਾਮ', 'ਕਰਨਾ', 'ਪਸੰਦ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਨਾਲ', 'ਦਿਲਚਸਪ', 'ਗਤੀਵਿਧੀਆਂ', 'ਵਿੱਚ', 'ਹਿੱਸਾ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਅਕਸਰ', 'ਸੋਫੇ', 'ਜਾਂ', 'ਕੁਰਸੀ', ""'"", 'ਤੇ', 'ਆਰਾਮ', 'ਕਰਦੀਆਂ', 'ਹਨ']",neutral
"['ਤੋਤੇ', 'ਫਲਾਂ', 'ਅਤੇ', 'ਨਟਾਂ', 'ਨਾਲ', 'ਭੋਜਨ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਹਰੇ', 'ਪੌਧੇ', 'ਅਤੇ', 'ਰੰਗਬਿਰੰਗੇ', 'ਪੱਥਰ', 'ਪਸੰਦ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਖਰਗੋਸ', 'ਛੋਟੇ', 'ਬੱਚਿਆਂ', 'ਲਈ', 'ਇੱਕ', 'ਸਾਂਤਮਈ', 'ਅਤੇ', 'ਦਿਲਚਸਪ', 'ਪਾਲਤੂ', 'ਜਾਨਵਰ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੀਆਂ', 'ਭਾਵਨਾਵਾਂ', 'ਨੂੰ', 'ਸਮਝਣ', 'ਵਿੱਚ', 'ਕਾਫੀ', 'ਸਮਰੱਥ', 'ਹੁੰਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਨੂੰ', 'ਛੋਟੇ', 'ਖਿਡੌਣਿਆਂ', 'ਨਾਲ', 'ਖੇਡਣਾ', 'ਬਹੁਤ', 'ਪਸੰਦ', 'ਹੁੰਦਾ', 'ਹੈ']",neutral
"['ਤੋਤੇ', 'ਅਕਸਰ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਨਾਲ', 'ਗੱਲਬਾਤ', 'ਕਰਨ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕਰਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਚਮਕੀਲੇ', 'ਰੰਗਾਂ', 'ਵਾਲੀ', 'ਲਾਈਟਿੰਗ', 'ਸੁੰਦਰਤਾ', 'ਵਧਾਉਂਦੀ', 'ਹੈ']",neutral
"['ਖਰਗੋਸ', 'ਹੌਲੀ', 'ਹੌਲੀ', 'ਚਾਲਣ', 'ਵਾਲੇ', 'ਜਾਨਵਰ', 'ਹੁੰਦੇ', 'ਹਨ', 'ਜੋ', 'ਘਰੇਲੂ', 'ਜੀਵਨ', 'ਲਈ', 'ਆਦਰਸ', 'ਹਨ']",neutral
"['ਕੁੱਤੇ', 'ਆਪਣੇ', 'ਮਾਲਕਾਂ', 'ਦੇ', 'ਨਾਲ', 'ਟਹਿਲਣ', 'ਅਤੇ', 'ਦੌੜਣ', 'ਦਾ', 'ਆਨੰਦ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਬਿੱਲੀਆਂ', 'ਘਰੇਲੂ', 'ਚੂਹਿਆਂ', 'ਨੂੰ', 'ਪਕੜਨ', 'ਵਿੱਚ', 'ਕਾਫੀ', 'ਮਾਹਿਰ', 'ਹੁੰਦੀਆਂ', 'ਹਨ']",neutral
"['ਤੋਤੇ', 'ਸਿੱਖੇ', 'ਹੋਏ', 'ਸਬਦ', 'ਦੁਹਰਾਉਣ', 'ਵਿੱਚ', 'ਦਿਲਚਸਪੀ', 'ਲੈਂਦੇ', 'ਹਨ']",neutral
"['ਮੱਛੀਆਂ', 'ਨੂੰ', 'ਉਨਹਾਂ', 'ਦੇ', 'ਟੈਂਕ', 'ਵਿੱਚ', 'ਸਾਫ', 'ਪਾਣੀ', 'ਦੀ', 'ਲੋੜ', 'ਹੁੰਦੀ', 'ਹੈ']",neutral
"['ਖਰਗੋਸ', 'ਛੋਟੇ-ਮੱਧਮ', 'ਆਕਾਰ', 'ਦੇ', 'ਜਾਨਵਰ', 'ਹੁੰਦੇ', 'ਹਨ', 'ਜੋ', 'ਬੱਚਿਆਂ', 'ਦੇ', 'ਨਾਲ', 'ਅੱਜੀਬ', 'ਬਣ', 'ਜਾਂਦੇ', 'ਹਨ']",neutral
"['ਸੁੰਦਰਤਾ', 'ਕੁਦਰਤ', 'ਦੇ', 'ਦਰਿਸਾਂ', 'ਵਿੱਚ', 'ਅਕਸਰ', 'ਦਿਖਾਈ', 'ਦਿੰਦੀ', 'ਹੈ']",neutral
"['ਚਮਕੀਲੇ', 'ਸੂਰਜ', 'ਦੇ', 'ਡੁੱਬਣ', 'ਦਾ', 'ਨਜਾਰਾ', 'ਇੱਕ', 'ਸੁੰਦਰ', 'ਦਰਿਸ', 'ਹੈ']",neutral
"['ਇੱਕ', 'ਫੁੱਲ', 'ਦੀ', 'ਸਾਦਗੀ', 'ਅਤੇ', 'ਰੰਗ', 'ਸੁੰਦਰਤਾ', 'ਦਾ', 'ਪਰਤੀਕ', 'ਹੈ']",neutral
"['ਪਹਾੜਾਂ', 'ਦੀਆਂ', 'ਚੋਟੀਆਂ', ""'"", 'ਤੇ', 'ਬਰਫ', 'ਇੱਕ', 'ਸੁੰਦਰ', 'ਦਰਿਸ', 'ਪੇਸ', 'ਕਰਦੀ', 'ਹੈ']",neutral
